PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,TamanoFamilia,ViajaSolo,GrupoEdad,TarifaPorPersona,Puerto,Estado
397,0,3,Olsson Miss. Elina,Female,31,0,0,350407,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
398,0,2,McKane Mr. Peter David,Male,46,0,0,28403,26,Desconocido,S,1,True,Adulto,13,Southampton,Falleció
399,0,2,Pain Dr. Alfred,Male,23,0,0,244278,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
400,1,2,Trout Mrs. William H (Jassie L),Female,28,0,0,240929,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Sobrevivió
401,1,3,Niskanen Mr. Juha,Male,39,0,0,STON/O2. 3101289,8,Desconocido,S,1,True,Adulto,8,Southampton,Sobrevivió
402,0,3,Adams Mr. John,Male,26,0,0,341826,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
403,0,3,Jussila Miss. Mari Aina,Female,21,1,0,4137,10,Desconocido,S,2,False,Adulto joven,10,Southampton,Falleció
404,0,3,Hakkarainen Mr. Pekka Pietari,Male,28,1,0,STON/O2. 3101279,16,Desconocido,S,2,False,Adulto joven,8,Southampton,Falleció
405,0,3,Oreskovic Miss. Marija,Female,20,0,0,315096,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
406,0,2,Gale Mr. Shadrach,Male,34,1,0,28664,21,Desconocido,S,2,False,Adulto joven,21,Southampton,Falleció
407,0,3,Widegren Mr. Carl/Charles Peter,Male,51,0,0,347064,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
408,1,2,Richards Master. William Rowe,Male,3,1,1,29106,19,Desconocido,S,3,False,Niño,6,Southampton,Sobrevivió
409,0,3,Birkeland Mr. Hans Martin Monsen,Male,21,0,0,312992,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
410,0,3,Lefebre Miss. Ida,Female,21,3,1,4133,25,Desconocido,S,5,False,Adulto joven,6,Southampton,Falleció
411,0,3,Sdycoff Mr. Todor,Male,30,0,0,349222,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
412,0,3,Hart Mr. Henry,Male,30,0,0,394140,69,Desconocido,Q,1,True,Adulto joven,69,Queenstown,Falleció
413,1,1,Minahan Miss. Daisy E,Female,33,1,0,19928,90,C78,Q,2,False,Adulto joven,45,Queenstown,Sobrevivió
414,0,2,Cunningham Mr. Alfred Fleming,Male,30,0,0,239853,0,Desconocido,S,1,True,Adulto joven,0,Southampton,Falleció
415,1,3,Sundman Mr. Johan Julian,Male,44,0,0,STON/O2. 3101269,8,Desconocido,S,1,True,Adulto,8,Southampton,Sobrevivió
416,0,3,Meek Mrs. Thomas (Annie Louise Rowley),Female,35,0,0,343095,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
417,1,2,Drew Mrs. James Vivian (Lulu Thorne Christian),Female,34,1,1,28220,32,Desconocido,S,3,False,Adulto joven,32,Southampton,Sobrevivió
418,1,2,Silven Miss. Lyyli Karoliina,Female,18,0,2,250652,13,Desconocido,S,3,False,Adulto joven,13,Southampton,Sobrevivió
419,0,2,Matthews Mr. William John,Male,30,0,0,28228,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Falleció
420,0,3,Van Impe Miss. Catharina,Female,10,0,2,345773,24,Desconocido,S,3,False,Niño,8,Southampton,Falleció
421,0,3,Gheorgheff Mr. Stanio,Male,30,0,0,349254,8,Desconocido,C,1,True,Adulto joven,8,Cherburgo,Falleció
422,0,3,Charters Mr. David,Male,21,0,0,A/5 13032,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
423,0,3,Zimmerman Mr. Leo,Male,29,0,0,315082,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
424,0,3,Danbom Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren),Female,28,1,1,347080,14,Desconocido,S,3,False,Adulto joven,7,Southampton,Falleció
425,0,3,Rosblom Mr. Viktor Richard,Male,18,1,1,370129,20,Desconocido,S,3,False,Adulto joven,10,Southampton,Falleció
426,0,3,Wiseman Mr. Phillippe,Male,30,0,0,A/4 34244,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
427,1,2,Clarke Mrs. Charles V (Ada Maria Winfield),Female,28,1,0,2003,26,Desconocido,S,2,False,Adulto joven,26,Southampton,Sobrevivió
428,1,2,Phillips Miss. Kate Florence (Mrs Kate Louise Phillips Marshall),Female,19,0,0,250655,26,Desconocido,S,1,True,Adulto joven,13,Southampton,Sobrevivió
429,0,3,flynn Mr.James,Male,30,0,0,364851,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
430,1,3,Pickard Mr. Berk (Berk Trembisky),Male,32,0,0,SOTON/O.Q. 392078,8,E10,S,1,True,Adulto joven,8,Southampton,Sobrevivió
431,1,1,Bjornstrom-Steffansson Mr. Mauritz Hakan,Male,28,0,0,110564,27,C52,S,1,True,Adulto joven,27,Southampton,Sobrevivió
432,1,3,Thorneycroft Mrs. Percival (Florence Kate White),Female,35,1,0,376564,16,Desconocido,S,2,False,Adulto,8,Southampton,Sobrevivió
433,1,2,Louch Mrs. Charles Alexander (Alice Adelaide Slow),Female,42,1,0,SC/AH 3085,26,Desconocido,S,2,False,Adulto,26,Southampton,Sobrevivió
434,0,3,Kallio Mr. Nikolai Erland,Male,17,0,0,STON/O2. 3101274,7,Desconocido,S,1,True,Adolescente,7,Southampton,Falleció
435,0,1,Silvey Mr. William Baird,Male,50,1,0,13507,56,E44,S,2,False,Adulto,28,Southampton,Falleció
436,1,1,Carter Miss. Lucile Polk,Female,14,1,2,113760,120,B96 B98,S,4,False,Adolescente,30,Southampton,Sobrevivió
437,0,3,Ford Miss. Doolina Margaret Daisy,Female,21,2,2,W./C. 6608,34,Desconocido,S,5,False,Adulto joven,11,Southampton,Falleció
438,1,2,Richards Mrs. Sidney (Emily Hocking),Female,24,2,3,29106,19,Desconocido,S,6,False,Adulto joven,6,Southampton,Sobrevivió
439,0,1,Fortune Mr. Mark,Male,64,1,4,19950,263,C23 C25 C27,S,6,False,Mayor,66,Southampton,Falleció
440,0,2,Kvillner Mr. Johan Henrik Jhoannesson,Male,31,0,0,C.A. 18 723,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
441,1,2,Hart Mrs. Benjamin (Esther Ada Bloomfield),Female,45,1,1,F.C.C. 13529,26,Desconocido,S,3,False,Adulto,9,Southampton,Sobrevivió
442,0,3,Hampe Mr. Leon,Male,20,0,0,345769,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
443,0,3,Petterson Mr. Johan Emil,Male,25,1,0,347076,8,Desconocido,S,2,False,Adulto joven,8,Southampton,Falleció
444,1,2,Reynaldo Ms. Encarnacio,Female,28,0,0,230434,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Sobrevivió
445,1,3,Johannesen-Bratthammer Mr. Bernt,Male,30,0,0,65306,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
446,1,1,Dodge Master. Washington,Male,4,0,2,33638,82,A34,S,3,False,Niño,82,Southampton,Sobrevivió
447,1,2,Mellinger Miss. Madeleine Violet,Female,13,0,1,250644,20,Desconocido,S,2,False,Adolescente,10,Southampton,Sobrevivió
448,1,1,Sewar Mr. Frederic Kimber,Male,30,0,0,113794,27,Desconocido,S,1,True,Adulto joven,27,Southampton,Sobrevivió
449,1,3,Baclini Miss. Marie Catherine,Female,5,2,1,2666,19,Desconocido,C,4,False,Niño,5,Cherburgo,Sobrevivió
450,1,1,Peuchen Major. Arthur Godfrey,Male,52,0,0,113786,30,C104,S,1,True,Adulto,30,Southampton,Sobrevivió
451,0,2,West Mr. Edwy Arthur,Male,36,1,2,C.A. 34651,28,Desconocido,S,4,False,Adulto,9,Southampton,Falleció
452,0,3,Hagland Mr. Ingvald Olai Olsen,Male,30,1,0,65303,20,Desconocido,S,2,False,Adulto joven,20,Southampton,Falleció
453,0,1,Foreman Mr. Benjamin Laventall,Male,30,0,0,113051,28,C111,C,1,True,Adulto joven,28,Cherburgo,Falleció
454,1,1,Goldenberg Mr. Samuel L,Male,49,1,0,17453,89,C92,C,2,False,Adulto,45,Cherburgo,Sobrevivió
455,0,3,Peduzzi Mr. Joseph,Male,30,0,0,A/5 2817,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
456,1,3,Jalsevac Mr. Ivan,Male,29,0,0,349240,8,Desconocido,C,1,True,Adulto joven,8,Cherburgo,Sobrevivió
457,0,1,Millet Mr. Francis Davis,Male,65,0,0,13509,27,E38,S,1,True,Mayor,27,Southampton,Falleció
458,1,1,Kenyon Mrs. Frederick R (Marion),Female,35,1,0,17464,52,D21,S,2,False,Adulto,52,Southampton,Sobrevivió
459,1,2,Toomey Miss. Ellen,Female,50,0,0,F.C.C. 13531,10,Desconocido,S,1,True,Adulto,10,Southampton,Sobrevivió
460,0,3,O'Connor Mr. Maurice,Male,30,0,0,371060,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
461,1,1,Anderson Mr. Harry,Male,48,0,0,19952,27,E12,S,1,True,Adulto,27,Southampton,Sobrevivió
462,0,3,Morley Mr. William,Male,34,0,0,364506,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
463,0,1,Gee Mr. Arthur H,Male,47,0,0,111320,38,E63,S,1,True,Adulto,38,Southampton,Falleció
464,0,2,Milling Mr. Jacob Christian,Male,48,0,0,234360,13,Desconocido,S,1,True,Adulto,13,Southampton,Falleció
465,0,3,Maisner Mr. Simon,Male,30,0,0,A/S 2816,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
466,0,3,Goncalves Mr. Manuel Estanslas,Male,38,0,0,SOTON/O.Q. 3101306,7,Desconocido,S,1,True,Adulto,7,Southampton,Falleció
467,0,2,Campbell Mr. William,Male,30,0,0,239853,0,Desconocido,S,1,True,Adulto joven,0,Southampton,Falleció
468,0,1,Smart Mr. John Montgomery,Male,56,0,0,113792,27,Desconocido,S,1,True,Adulto,27,Southampton,Falleció
469,0,3,Scanlan Mr. James,Male,30,0,0,36209,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
470,1,3,Baclini Miss. Helene Barbara,Female,1,2,1,2666,19,Desconocido,C,4,False,Niño,5,Cherburgo,Sobrevivió
471,0,3,Keefe Mr. Arthur,Male,30,0,0,323592,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
472,0,3,Cacic Mr. Luka,Male,38,0,0,315089,9,Desconocido,S,1,True,Adulto,9,Southampton,Falleció
473,1,2,West Mrs. Edwy Arther (Ada Mary Wort)h,Female,33,1,2,C.A. 34651,28,Desconocido,S,4,False,Adulto joven,9,Southampton,Sobrevivió
474,1,2,Jerwan Mrs. Amin S (Marie Marthe Thuillard),Female,23,0,0,SC/AH BASLE 541,14,D,C,1,True,Adulto joven,14,Cherburgo,Sobrevivió
475,0,3,Strandberg Miss. Ida Sofia,Female,22,0,0,7553,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Falleció
476,0,1,Clifford Mr. George Quincy,Male,30,0,0,110465,52,A14,S,1,True,Adulto joven,26,Southampton,Falleció
477,0,2,Renouf Mr. Peter Henry,Male,34,1,0,31027,21,Desconocido,S,2,False,Adulto joven,10,Southampton,Falleció
478,0,3,Braund Mr. Lewis Richard,Male,29,1,0,3460,7,Desconocido,S,2,False,Adulto joven,7,Southampton,Falleció
479,0,3,Karlsson Mr. Nils August,Male,22,0,0,350060,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
480,1,3,Hirvonen Miss. Hildur E,Female,2,0,1,3101298,12,Desconocido,S,2,False,Niño,12,Southampton,Sobrevivió
481,0,3,Goodwin Master. Harold Victor,Male,9,5,2,C.A. 2144,47,Desconocido,S,8,False,Niño,8,Southampton,Falleció
482,0,2,Frost Mr. Anthony Wood Archie,Male,30,0,0,239854,0,Desconocido,S,1,True,Adulto joven,0,Southampton,Falleció
483,0,3,Rouse Mr. Richard Henry,Male,50,0,0,A/5 3594,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
484,1,3,Turkula Mrs. (Hedwig),Female,63,0,0,4134,10,Desconocido,S,1,True,Mayor,10,Southampton,Sobrevivió
485,1,1,Bishop Mr. Dickinson H,Male,25,1,0,11967,91,B49,C,2,False,Adulto joven,46,Cherburgo,Sobrevivió
486,0,3,Lefebre Miss. Jeannie,Female,21,3,1,4133,25,Desconocido,S,5,False,Adulto joven,6,Southampton,Falleció
487,1,1,Hoyt Mrs. Frederick Maxfield (Jane Anne Forby),Female,35,1,0,19943,90,C93,S,2,False,Adulto,45,Southampton,Sobrevivió
488,0,1,Kent Mr. Edward Austin,Male,58,0,0,11771,30,B37,C,1,True,Adulto,30,Cherburgo,Falleció
489,0,3,Somerton Mr. Francis William,Male,30,0,0,A/5 18509,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
490,1,3,Coutts Master. Eden Leslie Neville,Male,9,1,1,C.A. 37671,16,Desconocido,S,3,False,Niño,8,Southampton,Sobrevivió
491,0,3,Hagland Mr. Konrad Mathias Reiersen,Male,30,1,0,65304,20,Desconocido,S,2,False,Adulto joven,20,Southampton,Falleció
492,0,3,Windelov Mr. Einar,Male,21,0,0,SOTON/O.Q. 3101317,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
493,0,1,Molson Mr. Harry Markland,Male,55,0,0,113787,30,C30,S,1,True,Adulto,30,Southampton,Falleció
494,0,1,Artagaveytia M r. Ramon,Male,71,0,0,PCC 7609,422,Desconocido,C,1,True,Mayor,422,Cherburgo,Falleció
495,0,3,Stanley Mr. Edward Roland,Male,21,0,0,A/4 45380,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
496,0,3,Yousseff Mr. Gerious,Male,30,0,0,2627,14,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
497,1,1,Eustis Miss. Elizabeth Mussey,Female,54,1,0,36947,78,D20,C,2,False,Adulto,39,Cherburgo,Sobrevivió
498,0,3,Shellard Mr. Frederick William,Male,30,0,0,C.A. 6212,15,Desconocido,S,1,True,Adulto joven,15,Southampton,Falleció
499,0,1,Allison Mrs. Hudson J C (Bessie Waldo Daniels),Female,25,1,2,113781,152,C22 C26,S,4,False,Adulto joven,38,Southampton,Falleció
500,0,3,Svensson Mr. Olof,Male,24,0,0,350035,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
501,0,3,Calic Mr. Petar,Male,17,0,0,315086,9,Desconocido,S,1,True,Adolescente,9,Southampton,Falleció
502,0,3,Canavan Miss. Mary,Female,21,0,0,364846,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
503,0,3,O'Sullivan Miss. Bridget Mary,Female,21,0,0,330909,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
504,0,3,Laitinen Miss. Kristina Sofia,Female,37,0,0,4135,10,Desconocido,S,1,True,Adulto,10,Southampton,Falleció
505,1,1,Maioni Miss. Roberta,Female,16,0,0,110152,86,B79,S,1,True,Adolescente,29,Southampton,Sobrevivió
506,0,1,Penasco y Castellana Mr. Victor de Satode,Male,18,1,0,PC 17758,109,C65,C,2,False,Adulto joven,109,Cherburgo,Falleció
507,1,2,Quick Mrs. Frederick Charles (Jane Richards),Female,33,0,2,26360,26,Desconocido,S,3,False,Adulto joven,13,Southampton,Sobrevivió
508,1,1,Bradley Mr. George (George Arthur Brayton),Male,30,0,0,111427,27,Desconocido,S,1,True,Adulto joven,27,Southampton,Sobrevivió
509,0,3,Olsen Mr. Henry Margido,Male,28,0,0,C 4001,23,Desconocido,S,1,True,Adulto joven,23,Southampton,Falleció
510,1,3,Lang Mr. Fang,Male,26,0,0,160,56,Desconocido,S,1,True,Adulto joven,56,Southampton,Sobrevivió
511,1,3,Daly Mr. Eugene Patrick,Male,29,0,0,382651,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
512,0,3,Webber Mr. James,Male,30,0,0,SOTON/O.Q. 3101316,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
513,1,1,McGough Mr. James Robert,Male,36,0,0,PC 17473,263,E25,S,1,True,Adulto,263,Southampton,Sobrevivió
514,1,1,Rothschuld Mrs. Marin (Elizabeth L. Barrett),Female,54,1,0,PC 1763,59,Desconocido,C,2,False,Adulto,59,Cherburgo,Sobrevivió
515,0,3,Coleff Mr. Satio,Male,24,0,0,349209,7,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
516,0,1,Walker Mr. William Anderson,Male,47,0,0,36967,340,D46,S,1,True,Adulto,340,Southampton,Falleció
517,1,2,Lemore Mrs. (Amelia Milley),Female,29,0,0,C.A. 34260,10,Desconocido,S,1,True,Adulto joven,10,Southampton,Sobrevivió
518,0,3,Ryan Mr. Patrick,Male,30,0,0,371110,24,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
519,1,2,Angle Mrs. William A (Florence Mary Agnes Hughes),Female,36,1,0,226875,26,Desconocido,S,2,False,Adulto,26,Southampton,Sobrevivió
520,0,3,Pavlovic Mr. Stefo,Male,32,0,0,349242,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
521,1,1,Perreault Miss. Anne,Female,30,0,0,12749,94,B73,S,1,True,Adulto joven,47,Southampton,Sobrevivió
522,0,3,Vovk Mr. Janko,Male,22,0,0,349252,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
523,0,3,Lahoud Mr. Sarkis,Male,30,0,0,2624,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
524,1,1,Hippach Mrs. Louis Albert (Ida Sophia Fischer),Female,44,0,1,111361,58,B18,C,2,False,Adulto,29,Cherburgo,Sobrevivió
525,0,3,Kassem Mr. Fared,Male,30,0,0,2700,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
526,0,3,Farrell Mr. James,Male,40,0,0,367232,8,Desconocido,Q,1,True,Adulto,8,Queenstown,Falleció
527,1,2,Ridsdale Miss. Lucy,Female,50,0,0,W./C. 14258,10,Desconocido,S,1,True,Adulto,10,Southampton,Sobrevivió
528,0,1,Farthing Mr. John,Male,30,0,0,PC 17483,222,C95,S,1,True,Adulto joven,222,Southampton,Falleció
529,0,3,Salonen Mr. Johan Werner,Male,39,0,0,3101296,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
530,0,2,Hocking Mr. Richard George,Male,23,2,1,29104,12,Desconocido,S,4,False,Adulto joven,12,Southampton,Falleció
531,1,2,Quick Miss. Phyllis May,Female,2,1,1,26360,26,Desconocido,S,3,False,Niño,13,Southampton,Sobrevivió
532,0,3,Toufik Mr. Nakli,Male,30,0,0,2641,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
533,0,3,Elias Mr. Joseph Jr,Male,17,1,1,2690,7,Desconocido,C,3,False,Adolescente,7,Cherburgo,Falleció
534,1,3,Peter Mrs. Catherine (Catherine Rizk),Female,35,0,2,2668,22,Desconocido,C,3,False,Adulto,11,Cherburgo,Sobrevivió
535,0,3,Cacic Miss. Marija,Female,30,0,0,315084,9,Desconocido,S,1,True,Adulto joven,9,Southampton,Falleció
536,1,2,Hart Miss. Eva Miriam,Female,7,0,2,F.C.C. 13529,26,Desconocido,S,3,False,Niño,9,Southampton,Sobrevivió
537,0,1,Butt Major. Archibald Willingham,Male,45,0,0,113050,27,B38,S,1,True,Adulto,27,Southampton,Falleció
538,1,1,LeRoy Miss. Bertha,Female,30,0,0,PC 17761,106,Desconocido,C,1,True,Adulto joven,53,Cherburgo,Sobrevivió
539,0,3,Risien Mr. Samuel Beard,Male,30,0,0,364498,14,Desconocido,S,1,True,Adulto joven,14,Southampton,Falleció
540,1,1,Frolicher Miss. Hedwig Margaritha,Female,22,0,2,13568,50,B39,C,3,False,Adulto joven,50,Cherburgo,Sobrevivió
541,1,1,Crosby Miss. Harriet R,Female,36,0,2,WE/P 5735,71,B22,S,3,False,Adulto,36,Southampton,Sobrevivió
542,0,3,Andersson Miss. Ingeborg Constanzia,Female,9,4,2,347082,31,Desconocido,S,7,False,Niño,4,Southampton,Falleció
543,0,3,Andersson Miss. Sigrid Elisabeth,Female,11,4,2,347082,31,Desconocido,S,7,False,Niño,4,Southampton,Falleció
544,1,2,Beane Mr. Edward,Male,32,1,0,2908,26,Desconocido,S,2,False,Adulto joven,13,Southampton,Sobrevivió
545,0,1,Douglas Mr. Walter Donald,Male,50,1,0,PC 17761,106,C86,C,2,False,Adulto,53,Cherburgo,Falleció
546,0,1,Nicholson Mr. Arthur Ernest,Male,64,0,0,693,26,Desconocido,S,1,True,Mayor,26,Southampton,Falleció
547,1,2,Beane Mrs. Edward (Ethel Clarke),Female,19,1,0,2908,26,Desconocido,S,2,False,Adulto joven,13,Southampton,Sobrevivió
548,1,2,Padro y Manent Mr. Julian,Male,30,0,0,SC/PARIS 2146,14,Desconocido,C,1,True,Adulto joven,14,Cherburgo,Sobrevivió
549,0,3,Goldsmith Mr. Frank John,Male,33,1,1,363291,21,Desconocido,S,3,False,Adulto joven,7,Southampton,Falleció
550,1,2,Davies Master. John Morgan Jr,Male,8,1,1,C.A. 33112,37,Desconocido,S,3,False,Niño,18,Southampton,Sobrevivió
551,1,1,Thayer Mr. John Borland Jr,Male,17,0,2,17421,111,C70,C,3,False,Adolescente,28,Cherburgo,Sobrevivió
552,0,2,Sharp Mr. Percival James R,Male,27,0,0,244358,26,Desconocido,S,1,True,Adulto joven,26,Southampton,Falleció
553,0,3,O'Brien Mr. Timothy,Male,30,0,0,330979,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
554,1,3,Leeni Mr. Fahim (Philip Zenni),Male,22,0,0,2620,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Sobrevivió
555,1,3,Ohman Miss. Velin,Female,22,0,0,347085,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
556,0,1,Wright Mr. George,Male,62,0,0,113807,27,Desconocido,S,1,True,Mayor,27,Southampton,Falleció
557,1,1,Duff Gordon Lady. (Lucille Christiana Sutherland) (Mrs Morgan),Female,48,1,0,11755,40,A16,C,2,False,Adulto,40,Cherburgo,Sobrevivió
558,0,1,Robbins Mr. Victor,Male,30,0,0,PC 17757,228,Desconocido,C,1,True,Adulto joven,57,Cherburgo,Falleció
559,1,1,Taussig Mrs. Emil (Tillie Mandelbaum),Female,39,1,1,110413,80,E67,S,3,False,Adulto,27,Southampton,Sobrevivió
560,1,3,de Messemaeker Mrs. Guillaume Joseph (Emma),Female,36,1,0,345572,17,Desconocido,S,2,False,Adulto,17,Southampton,Sobrevivió
561,0,3,Morrow Mr. Thomas Rowan,Male,30,0,0,372622,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Falleció
562,0,3,sivic Mr. Hsoein,Male,40,0,0,349251,8,Desconocido,S,1,True,Adulto,8,Southampton,Falleció
563,0,2,Norman Mr. Robert Douglas,Male,28,0,0,218629,14,Desconocido,S,1,True,Adulto joven,14,Southampton,Falleció
564,0,3,Simmons Mr. John,Male,30,0,0,SOTON/O.Q. 392082,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
565,0,3,Meanwell Miss. (Marion Ogden),Female,21,0,0,SOTON/O.Q. 392087,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
566,0,3,Davies Mr. Alfred J,Male,24,2,0,A/4 48871,24,Desconocido,S,3,False,Adulto joven,12,Southampton,Falleció
567,0,3,Stoytcheff Mr. Ilia,Male,19,0,0,349205,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
568,0,3,Palsson Mrs. Nils (Alma Cornelia Berglund),Female,29,0,4,349909,21,Desconocido,S,5,False,Adulto joven,5,Southampton,Falleció
569,0,3,Doharr Mr. Tannous,Male,30,0,0,2686,7,Desconocido,C,1,True,Adulto joven,7,Cherburgo,Falleció
570,1,3,Jonsson Mr. Carl,Male,32,0,0,350417,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
571,1,2,Harris Mr. George,Male,62,0,0,SW/PP 752,10,Desconocido,S,1,True,Mayor,10,Southampton,Sobrevivió
572,1,1,Appleton Mrs. Edward Dale (Charlotte Lamson),Female,53,2,0,11769,51,C101,S,3,False,Adulto,51,Southampton,Sobrevivió
573,1,1,Flynn Mr. John Irwin (Irving),Male,36,0,0,PC 17474,264,E25,S,1,True,Adulto,264,Southampton,Sobrevivió
574,1,3,Kelly Miss. Mary,Female,21,0,0,14312,8,Desconocido,Q,1,True,Adulto joven,8,Queenstown,Sobrevivió
575,0,3,Rush Mr. Alfred George John,Male,16,0,0,A/4 20589,8,Desconocido,S,1,True,Adolescente,8,Southampton,Falleció
576,0,3,Patchett Mr. George,Male,19,0,0,358585,14,Desconocido,S,1,True,Adulto joven,7,Southampton,Falleció
577,1,2,Garside Miss. Ethel,Female,34,0,0,243880,13,Desconocido,S,1,True,Adulto joven,13,Southampton,Sobrevivió
578,1,1,Silvey Mrs. William Baird (Alice Munger),Female,39,1,0,13507,56,E44,S,2,False,Adulto,28,Southampton,Sobrevivió
579,0,3,Caram Mrs. Joseph (Maria Elias),Female,35,1,0,2689,14,Desconocido,C,2,False,Adulto,14,Cherburgo,Falleció
580,1,3,Jussila Mr. Eiriik,Male,32,0,0,STON/O2. 3101286,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Sobrevivió
581,1,2,Christy Miss. Julie Rachel,Female,25,1,1,237789,30,Desconocido,S,3,False,Adulto joven,30,Southampton,Sobrevivió
582,1,1,Thayer Mrs. John Borland (Marian Longstreth Morris),Female,39,1,1,17421,111,C68,C,3,False,Adulto,28,Cherburgo,Sobrevivió
583,0,2,Downton Mr. William James,Male,54,0,0,28403,26,Desconocido,S,1,True,Adulto,13,Southampton,Falleció
584,0,1,Ross Mr. John Hugo,Male,37,0,0,1 30499,401,A10,C,1,True,Adulto,401,Cherburgo,Falleció
585,0,3,Paulner Mr. Uscher,Male,30,0,0,3411,9,Desconocido,C,1,True,Adulto joven,9,Cherburgo,Falleció
586,1,1,Taussig Miss. Ruth,Female,18,0,2,110413,80,E68,S,3,False,Adulto joven,27,Southampton,Sobrevivió
587,0,2,Jarvis Mr. John Denzil,Male,47,0,0,237565,15,Desconocido,S,1,True,Adulto,15,Southampton,Falleció
588,1,1,Frolicher-Stehli Mr. Maxmillian,Male,60,1,1,13567,79,B41,C,3,False,Mayor,79,Cherburgo,Sobrevivió
589,0,3,Gilinski Mr. Eliezer,Male,22,0,0,14973,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
590,0,3,urdli Mr. Joseph,Male,30,0,0,A/5 3235,8,Desconocido,S,1,True,Adulto joven,8,Southampton,Falleció
591,0,3,Rintamaki Mr. Matti,Male,35,0,0,STON/O2. 3101273,7,Desconocido,S,1,True,Adulto,7,Southampton,Falleció
592,1,1,Stephenson Mrs. Walter Bertram (Martha Eustis),Female,52,1,0,36947,78,D20,C,2,False,Adulto,39,Cherburgo,Sobrevivió
593,0,3,Elsbury Mr. William James,Male,47,0,0,A/5 3902,7,Desconocido,S,1,True,Adulto,7,Southampton,Falleció
594,0,3,Bourke Miss. Mary,Female,21,0,2,364848,8,Desconocido,Q,3,False,Adulto joven,8,Queenstown,Falleció
595,0,2,Chapman Mr. John Henry,Male,37,1,0,SC/AH 29037,26,Desconocido,S,2,False,Adulto,26,Southampton,Falleció
596,0,3,Van Impe Mr. Jean Baptiste,Male,36,1,1,345773,24,Desconocido,S,3,False,Adulto,8,Southampton,Falleció
597,1,2,Leitch Miss. Jessie Wills,Female,21,0,0,248727,33,Desconocido,S,1,True,Adulto joven,11,Southampton,Sobrevivió
